10000	4	0.000002	0.000266	0.000088
10000	8	0.000002	0.000268	0.000172
10000	16	0.000002	0.000535	0.000386
1000000	4	0.000515	0.000531	0.000902
1000000	8	0.000513	0.000542	0.000959
1000000	16	0.000487	0.000711	0.003876
100000000	4	0.051707	0.036422	0.086785
100000000	8	0.051205	0.036851	0.120167
100000000	16	0.050697	0.038036	0.266117
